Hoehe [mNN],Inhalt [Mio m³],Hoehe [mNN],Flaeche [m²],Flaeche [ha]
492.91,1.555,492.91,182396,18.24
492.92,1.557,492.92,182516,18.25
492.93,1.559,492.93,182636,18.26
492.94,1.560,492.94,182756,18.28
492.95,1.562,492.95,182876,18.29
492.96,1.564,492.96,182996,18.3
492.97,1.566,492.97,183116,18.31
492.98,1.568,492.98,183236,18.32
492.99,1.569,492.99,183356,18.34
493,1.571,493,183476,18.35
493.01,1.573,493.01,183596,18.36
493.02,1.575,493.02,183716,18.37
493.03,1.577,493.03,183836,18.38
493.04,1.579,493.04,183956,18.4
493.05,1.580,493.05,184076,18.41
493.06,1.582,493.06,184196,18.42
493.07,1.584,493.07,184316,18.43
493.08,1.586,493.08,184436,18.44
493.09,1.588,493.09,184556,18.46
493.1,1.590,493.1,184676,18.47
493.11,1.591,493.11,184796,18.48
493.12,1.593,493.12,184916,18.49
493.13,1.595,493.13,185036,18.5
493.14,1.597,493.14,185156,18.52
493.15,1.599,493.15,185276,18.53
493.16,1.601,493.16,185396,18.54
493.17,1.602,493.17,185515,18.55
493.18,1.604,493.18,185635,18.56
493.19,1.606,493.19,185755,18.58
493.2,1.608,493.2,185875,18.59
493.21,1.610,493.21,185995,18.6
493.22,1.612,493.22,186115,18.61
493.23,1.614,493.23,186235,18.62
493.24,1.615,493.24,186355,18.64
493.25,1.617,493.25,186475,18.65
493.26,1.619,493.26,186595,18.66
493.27,1.621,493.27,186715,18.67
493.28,1.623,493.28,186835,18.68
493.29,1.625,493.29,186955,18.7
493.3,1.627,493.3,187075,18.71
493.31,1.628,493.31,187195,18.72
493.32,1.630,493.32,187315,18.73
493.33,1.632,493.33,187435,18.74
493.34,1.634,493.34,187555,18.76
493.35,1.636,493.35,187675,18.77
493.36,1.638,493.36,187795,18.78
493.37,1.640,493.37,187915,18.79
493.38,1.642,493.38,188035,18.8
493.39,1.643,493.39,188155,18.82
493.4,1.645,493.4,188275,18.83
493.41,1.647,493.41,188395,18.84
493.42,1.649,493.42,188515,18.85
493.43,1.651,493.43,188635,18.86
493.44,1.653,493.44,188755,18.88
493.45,1.655,493.45,188875,18.89
493.46,1.657,493.46,188995,18.9
493.47,1.658,493.47,189115,18.91
493.48,1.660,493.48,189235,18.92
493.49,1.662,493.49,189355,18.94
493.5,1.664,493.5,189475,18.95
493.51,1.666,493.51,189595,18.96
493.52,1.668,493.52,189715,18.97
493.53,1.670,493.53,189835,18.98
493.54,1.672,493.54,189955,19
493.55,1.674,493.55,190075,19.01
493.56,1.675,493.56,190195,19.02
493.57,1.677,493.57,190315,19.03
493.58,1.679,493.58,190435,19.04
493.59,1.681,493.59,190555,19.06
493.6,1.683,493.6,190675,19.07
493.61,1.685,493.61,190795,19.08
493.62,1.687,493.62,190915,19.09
493.63,1.689,493.63,191035,19.1
493.64,1.691,493.64,191155,19.12
493.65,1.693,493.65,191275,19.13
493.66,1.694,493.66,191395,19.14
493.67,1.696,493.67,191515,19.15
493.68,1.698,493.68,191635,19.16
493.69,1.700,493.69,191755,19.18
493.7,1.702,493.7,191875,19.19
493.71,1.704,493.71,191995,19.2
493.72,1.706,493.72,192115,19.21
493.73,1.708,493.73,192234,19.22
493.74,1.710,493.74,192354,19.24
493.75,1.712,493.75,192474,19.25
493.76,1.714,493.76,192594,19.26
493.77,1.716,493.77,192714,19.27
493.78,1.717,493.78,192834,19.28
493.79,1.719,493.79,192954,19.3
493.8,1.721,493.8,193074,19.31
493.81,1.723,493.81,193194,19.32
493.82,1.725,493.82,193314,19.33
493.83,1.727,493.83,193434,19.34
493.84,1.729,493.84,193554,19.36
493.85,1.731,493.85,193674,19.37
493.86,1.733,493.86,193794,19.38
493.87,1.735,493.87,193914,19.39
493.88,1.737,493.88,194034,19.4
493.89,1.739,493.89,194154,19.42
493.9,1.741,493.9,194274,19.43
493.91,1.743,493.91,194394,19.44
493.92,1.745,493.92,194514,19.45
493.93,1.747,493.93,194634,19.46
493.94,1.748,493.94,194754,19.48
493.95,1.750,493.95,194874,19.49
493.96,1.752,493.96,194994,19.5
493.97,1.754,493.97,195114,19.51
493.98,1.756,493.98,195234,19.52
493.99,1.758,493.99,195354,19.54
494,1.760,494,195474,19.55
494.01,1.762,494.01,195619,19.56
494.02,1.764,494.02,195764,19.58
494.03,1.766,494.03,195909,19.59
494.04,1.768,494.04,196054,19.61
494.05,1.770,494.05,196200,19.62
494.06,1.772,494.06,196345,19.63
494.07,1.774,494.07,196490,19.65
494.08,1.776,494.08,196635,19.66
494.09,1.778,494.09,196780,19.68
494.1,1.780,494.1,196925,19.69
494.11,1.782,494.11,197070,19.71
494.12,1.784,494.12,197215,19.72
494.13,1.786,494.13,197361,19.74
494.14,1.788,494.14,197506,19.75
494.15,1.790,494.15,197651,19.77
494.16,1.792,494.16,197796,19.78
494.17,1.794,494.17,197941,19.79
494.18,1.796,494.18,198086,19.81
494.19,1.798,494.19,198231,19.82
494.2,1.800,494.2,198376,19.84
494.21,1.802,494.21,198522,19.85
494.22,1.804,494.22,198667,19.87
494.23,1.806,494.23,198812,19.88
494.24,1.808,494.24,198957,19.9
494.25,1.810,494.25,199102,19.91
494.26,1.812,494.26,199247,19.92
494.27,1.814,494.27,199392,19.94
494.28,1.816,494.28,199537,19.95
494.29,1.818,494.29,199682,19.97
494.3,1.820,494.3,199828,19.98
494.31,1.822,494.31,199973,20
494.32,1.824,494.32,200118,20.01
494.33,1.826,494.33,200263,20.03
494.34,1.828,494.34,200408,20.04
494.35,1.830,494.35,200553,20.06
494.36,1.832,494.36,200698,20.07
494.37,1.834,494.37,200843,20.08
494.38,1.836,494.38,200989,20.1
494.39,1.838,494.39,201134,20.11
494.4,1.840,494.4,201279,20.13
494.41,1.842,494.41,201424,20.14
494.42,1.844,494.42,201569,20.16
494.43,1.846,494.43,201714,20.17
494.44,1.848,494.44,201859,20.19
494.45,1.850,494.45,202004,20.2
494.46,1.852,494.46,202150,20.21
494.47,1.854,494.47,202295,20.23
494.48,1.856,494.48,202440,20.24
494.49,1.858,494.49,202585,20.26
494.5,1.860,494.5,202730,20.27
494.51,1.862,494.51,202875,20.29
494.52,1.864,494.52,203020,20.3
494.53,1.866,494.53,203165,20.32
494.54,1.868,494.54,203310,20.33
494.55,1.870,494.55,203456,20.35
494.56,1.872,494.56,203601,20.36
494.57,1.874,494.57,203746,20.37
494.58,1.876,494.58,203891,20.39
494.59,1.878,494.59,204036,20.4
494.6,1.880,494.6,204181,20.42
494.61,1.882,494.61,204326,20.43
494.62,1.884,494.62,204471,20.45
494.63,1.886,494.63,204617,20.46
494.64,1.888,494.64,204762,20.48
494.65,1.890,494.65,204907,20.49
494.66,1.892,494.66,205052,20.51
494.67,1.895,494.67,205197,20.52
494.68,1.897,494.68,205342,20.53
494.69,1.899,494.69,205487,20.55
494.7,1.901,494.7,205632,20.56
494.71,1.903,494.71,205778,20.58
494.72,1.905,494.72,205923,20.59
494.73,1.907,494.73,206068,20.61
494.74,1.909,494.74,206213,20.62
494.75,1.911,494.75,206358,20.64
494.76,1.913,494.76,206503,20.65
494.77,1.915,494.77,206648,20.66
494.78,1.917,494.78,206793,20.68
494.79,1.919,494.79,206938,20.69
494.8,1.921,494.8,207084,20.71
494.81,1.923,494.81,207229,20.72
494.82,1.926,494.82,207374,20.74
494.83,1.928,494.83,207519,20.75
494.84,1.930,494.84,207664,20.77
494.85,1.932,494.85,207809,20.78
494.86,1.934,494.86,207954,20.8
494.87,1.936,494.87,208099,20.81
494.88,1.938,494.88,208245,20.82
494.89,1.940,494.89,208390,20.84
494.9,1.942,494.9,208535,20.85
494.91,1.944,494.91,208680,20.87
494.92,1.946,494.92,208825,20.88
494.93,1.948,494.93,208970,20.9
494.94,1.951,494.94,209115,20.91
494.95,1.953,494.95,209260,20.93
494.96,1.955,494.96,209406,20.94
494.97,1.957,494.97,209551,20.96
494.98,1.959,494.98,209696,20.97
494.99,1.961,494.99,209841,20.98
495,1.963,495,209986,21
495.01,1.965,495.01,210131,21.01
495.02,1.967,495.02,210276,21.03
495.03,1.969,495.03,210421,21.04
495.04,1.972,495.04,210566,21.06
495.05,1.974,495.05,210712,21.07
495.06,1.976,495.06,210857,21.09
495.07,1.978,495.07,211002,21.1
495.08,1.980,495.08,211147,21.11
495.09,1.982,495.09,211292,21.13
495.1,1.984,495.1,211437,21.14
495.11,1.986,495.11,211582,21.16
495.12,1.989,495.12,211727,21.17
495.13,1.991,495.13,211873,21.19
495.14,1.993,495.14,212018,21.2
495.15,1.995,495.15,212163,21.22
495.16,1.997,495.16,212308,21.23
495.17,1.999,495.17,212453,21.25
495.18,2.001,495.18,212598,21.26
495.19,2.003,495.19,212743,21.27
495.2,2.006,495.2,212888,21.29
495.21,2.008,495.21,213034,21.3
495.22,2.010,495.22,213179,21.32
495.23,2.012,495.23,213324,21.33
495.24,2.014,495.24,213469,21.35
495.25,2.016,495.25,213614,21.36
495.26,2.018,495.26,213759,21.38
495.27,2.021,495.27,213904,21.39
495.28,2.023,495.28,214049,21.4
495.29,2.025,495.29,214194,21.42
495.3,2.027,495.3,214340,21.43
495.31,2.029,495.31,214485,21.45
495.32,2.031,495.32,214630,21.46
495.33,2.034,495.33,214775,21.48
495.34,2.036,495.34,214920,21.49
495.35,2.038,495.35,215065,21.51
495.36,2.040,495.36,215210,21.52
495.37,2.042,495.37,215355,21.54
495.38,2.044,495.38,215501,21.55
495.39,2.046,495.39,215646,21.56
495.4,2.049,495.4,215791,21.58
495.41,2.051,495.41,215936,21.59
495.42,2.053,495.42,216081,21.61
495.43,2.055,495.43,216226,21.62
495.44,2.057,495.44,216371,21.64
495.45,2.060,495.45,216516,21.65
495.46,2.062,495.46,216662,21.67
495.47,2.064,495.47,216807,21.68
495.48,2.066,495.48,216952,21.7
495.49,2.068,495.49,217097,21.71
495.5,2.070,495.5,217242,21.72
495.51,2.073,495.51,217387,21.74
495.52,2.075,495.52,217532,21.75
495.53,2.077,495.53,217677,21.77
495.54,2.079,495.54,217822,21.78
495.55,2.081,495.55,217968,21.8
495.56,2.084,495.56,218113,21.81
495.57,2.086,495.57,218258,21.83
495.58,2.088,495.58,218403,21.84
495.59,2.090,495.59,218548,21.85
495.6,2.092,495.6,218693,21.87
495.61,2.095,495.61,218838,21.88
495.62,2.097,495.62,218983,21.9
495.63,2.099,495.63,219129,21.91
495.64,2.101,495.64,219274,21.93
495.65,2.103,495.65,219419,21.94
495.66,2.106,495.66,219564,21.96
495.67,2.108,495.67,219709,21.97
495.68,2.110,495.68,219854,21.99
495.69,2.112,495.69,219999,22
495.7,2.114,495.7,220144,22.01
495.71,2.117,495.71,220290,22.03
495.72,2.119,495.72,220435,22.04
495.73,2.121,495.73,220580,22.06
495.74,2.123,495.74,220725,22.07
495.75,2.126,495.75,220870,22.09
495.76,2.128,495.76,221015,22.1
495.77,2.130,495.77,221160,22.12
495.78,2.132,495.78,221305,22.13
495.79,2.134,495.79,221450,22.15
495.8,2.137,495.8,221596,22.16
495.81,2.139,495.81,221741,22.17
495.82,2.141,495.82,221886,22.19
495.83,2.143,495.83,222031,22.2
495.84,2.146,495.84,222176,22.22
495.85,2.148,495.85,222321,22.23
495.86,2.150,495.86,222466,22.25
495.87,2.152,495.87,222611,22.26
495.88,2.155,495.88,222757,22.28
495.89,2.157,495.89,222902,22.29
495.9,2.159,495.9,223047,22.3
495.91,2.161,495.91,223192,22.32
495.92,2.164,495.92,223337,22.33
495.93,2.166,495.93,223482,22.35
495.94,2.168,495.94,223627,22.36
495.95,2.170,495.95,223772,22.38
495.96,2.173,495.96,223918,22.39
495.97,2.175,495.97,224063,22.41
495.98,2.177,495.98,224208,22.42
495.99,2.179,495.99,224353,22.44
496,2.182,496,224498,22.45
496.01,2.184,496.01,224709,22.47
496.02,2.186,496.02,224920,22.49
496.03,2.189,496.03,225130,22.51
496.04,2.191,496.04,225341,22.53
496.05,2.193,496.05,225552,22.56
496.06,2.195,496.06,225763,22.58
496.07,2.198,496.07,225973,22.6
496.08,2.200,496.08,226184,22.62
496.09,2.202,496.09,226395,22.64
496.1,2.205,496.1,226606,22.66
496.11,2.207,496.11,226816,22.68
496.12,2.209,496.12,227027,22.7
496.13,2.211,496.13,227238,22.72
496.14,2.214,496.14,227449,22.74
496.15,2.216,496.15,227659,22.77
496.16,2.218,496.16,227870,22.79
496.17,2.221,496.17,228081,22.81
496.18,2.223,496.18,228292,22.83
496.19,2.225,496.19,228502,22.85
496.2,2.227,496.2,228713,22.87
496.21,2.230,496.21,228924,22.89
496.22,2.232,496.22,229135,22.91
496.23,2.234,496.23,229345,22.93
496.24,2.237,496.24,229556,22.96
496.25,2.239,496.25,229767,22.98
496.26,2.241,496.26,229978,23
496.27,2.244,496.27,230188,23.02
496.28,2.246,496.28,230399,23.04
496.29,2.248,496.29,230610,23.06
496.3,2.251,496.3,230821,23.08
496.31,2.253,496.31,231031,23.1
496.32,2.255,496.32,231242,23.12
496.33,2.258,496.33,231453,23.15
496.34,2.260,496.34,231664,23.17
496.35,2.262,496.35,231874,23.19
496.36,2.265,496.36,232085,23.21
496.37,2.267,496.37,232296,23.23
496.38,2.269,496.38,232507,23.25
496.39,2.272,496.39,232717,23.27
496.4,2.274,496.4,232928,23.29
496.41,2.276,496.41,233139,23.31
496.42,2.279,496.42,233350,23.33
496.43,2.281,496.43,233560,23.36
496.44,2.283,496.44,233771,23.38
496.45,2.286,496.45,233982,23.4
496.46,2.288,496.46,234193,23.42
496.47,2.290,496.47,234403,23.44
496.48,2.293,496.48,234614,23.46
496.49,2.295,496.49,234825,23.48
496.5,2.297,496.5,235036,23.5
496.51,2.300,496.51,235246,23.52
496.52,2.302,496.52,235457,23.55
496.53,2.304,496.53,235668,23.57
496.54,2.307,496.54,235879,23.59
496.55,2.309,496.55,236089,23.61
496.56,2.311,496.56,236300,23.63
496.57,2.314,496.57,236511,23.65
496.58,2.316,496.58,236722,23.67
496.59,2.319,496.59,236932,23.69
496.6,2.321,496.6,237143,23.71
496.61,2.323,496.61,237354,23.74
496.62,2.326,496.62,237565,23.76
496.63,2.328,496.63,237775,23.78
496.64,2.330,496.64,237986,23.8
496.65,2.333,496.65,238197,23.82
496.66,2.335,496.66,238408,23.84
496.67,2.338,496.67,238618,23.86
496.68,2.340,496.68,238829,23.88
496.69,2.342,496.69,239040,23.9
496.7,2.345,496.7,239251,23.93
496.71,2.347,496.71,239461,23.95
496.72,2.350,496.72,239672,23.97
496.73,2.352,496.73,239883,23.99
496.74,2.354,496.74,240094,24.01
496.75,2.357,496.75,240304,24.03
496.76,2.359,496.76,240515,24.05
496.77,2.362,496.77,240726,24.07
496.78,2.364,496.78,240937,24.09
496.79,2.366,496.79,241147,24.11
496.8,2.369,496.8,241358,24.14
496.81,2.371,496.81,241569,24.16
496.82,2.374,496.82,241780,24.18
496.83,2.376,496.83,241990,24.2
496.84,2.378,496.84,242201,24.22
496.85,2.381,496.85,242412,24.24
496.86,2.383,496.86,242623,24.26
496.87,2.386,496.87,242833,24.28
496.88,2.388,496.88,243044,24.3
496.89,2.390,496.89,243255,24.33
496.9,2.393,496.9,243466,24.35
496.91,2.395,496.91,243676,24.37
496.92,2.398,496.92,243887,24.39
496.93,2.400,496.93,244098,24.41
496.94,2.403,496.94,244309,24.43
496.95,2.405,496.95,244519,24.45
496.96,2.407,496.96,244730,24.47
496.97,2.410,496.97,244941,24.49
496.98,2.412,496.98,245152,24.52
496.99,2.415,496.99,245362,24.54
497,2.417,497,245573,24.56
497.01,2.420,497.01,245784,24.58
497.02,2.422,497.02,245995,24.6
497.03,2.425,497.03,246205,24.62
497.04,2.427,497.04,246416,24.64
497.05,2.429,497.05,246627,24.66
497.06,2.432,497.06,246838,24.68
497.07,2.434,497.07,247048,24.7
497.08,2.437,497.08,247259,24.73
497.09,2.439,497.09,247470,24.75
497.1,2.442,497.1,247681,24.77
497.11,2.444,497.11,247891,24.79
497.12,2.447,497.12,248102,24.81
497.13,2.449,497.13,248313,24.83
497.14,2.452,497.14,248524,24.85
497.15,2.454,497.15,248734,24.87
497.16,2.457,497.16,248945,24.89
497.17,2.459,497.17,249156,24.92
497.18,2.461,497.18,249367,24.94
497.19,2.464,497.19,249577,24.96
497.2,2.466,497.2,249788,24.98
497.21,2.469,497.21,249999,25
497.22,2.471,497.22,250210,25.02
497.23,2.474,497.23,250420,25.04
497.24,2.476,497.24,250631,25.06
497.25,2.479,497.25,250842,25.08
497.26,2.481,497.26,251053,25.11
497.27,2.484,497.27,251263,25.13
497.28,2.486,497.28,251474,25.15
497.29,2.489,497.29,251685,25.17
497.3,2.491,497.3,251896,25.19
497.31,2.494,497.31,252106,25.21
497.32,2.496,497.32,252317,25.23
497.33,2.499,497.33,252528,25.25
497.34,2.501,497.34,252739,25.27
497.35,2.504,497.35,252949,25.29
497.36,2.506,497.36,253160,25.32
497.37,2.509,497.37,253371,25.34
497.38,2.511,497.38,253582,25.36
497.39,2.514,497.39,253792,25.38
497.4,2.516,497.4,254003,25.4
497.41,2.519,497.41,254214,25.42
497.42,2.521,497.42,254425,25.44
497.43,2.524,497.43,254635,25.46
497.44,2.526,497.44,254846,25.48
497.45,2.529,497.45,255057,25.51
497.46,2.531,497.46,255268,25.53
497.47,2.534,497.47,255478,25.55
497.48,2.537,497.48,255689,25.57
497.49,2.539,497.49,255900,25.59
497.5,2.542,497.5,256111,25.61
497.51,2.544,497.51,256321,25.63
497.52,2.547,497.52,256532,25.65
497.53,2.549,497.53,256743,25.67
497.54,2.552,497.54,256954,25.7
497.55,2.554,497.55,257164,25.72
497.56,2.557,497.56,257375,25.74
497.57,2.559,497.57,257586,25.76
497.58,2.562,497.58,257797,25.78
497.59,2.565,497.59,258007,25.8
497.6,2.567,497.6,258218,25.82
497.61,2.570,497.61,258429,25.84
497.62,2.572,497.62,258640,25.86
497.63,2.575,497.63,258850,25.89
497.64,2.577,497.64,259061,25.91
497.65,2.580,497.65,259272,25.93
497.66,2.582,497.66,259483,25.95
497.67,2.585,497.67,259693,25.97
497.68,2.588,497.68,259904,25.99
497.69,2.590,497.69,260115,26.01
497.7,2.593,497.7,260326,26.03
497.71,2.595,497.71,260536,26.05
497.72,2.598,497.72,260747,26.07
497.73,2.600,497.73,260958,26.1
497.74,2.603,497.74,261169,26.12
497.75,2.606,497.75,261379,26.14
497.76,2.608,497.76,261590,26.16
497.77,2.611,497.77,261801,26.18
497.78,2.613,497.78,262012,26.2
497.79,2.616,497.79,262222,26.22
497.8,2.618,497.8,262433,26.24
497.81,2.621,497.81,262644,26.26
497.82,2.624,497.82,262855,26.29
497.83,2.626,497.83,263065,26.31
497.84,2.629,497.84,263276,26.33
497.85,2.631,497.85,263487,26.35
497.86,2.634,497.86,263698,26.37
497.87,2.637,497.87,263908,26.39
497.88,2.639,497.88,264119,26.41
497.89,2.642,497.89,264330,26.43
497.9,2.644,497.9,264541,26.45
497.91,2.647,497.91,264751,26.48
497.92,2.650,497.92,264962,26.5
497.93,2.652,497.93,265173,26.52
497.94,2.655,497.94,265384,26.54
497.95,2.658,497.95,265594,26.56
497.96,2.660,497.96,265805,26.58
497.97,2.663,497.97,266016,26.6
497.98,2.665,497.98,266227,26.62
497.99,2.668,497.99,266437,26.64
498,2.671,498,266648,26.66
498.01,2.673,498.01,266856,26.69
498.02,2.676,498.02,267063,26.71
498.03,2.679,498.03,267271,26.73
498.04,2.681,498.04,267478,26.75
498.05,2.684,498.05,267686,26.77
498.06,2.686,498.06,267893,26.79
498.07,2.689,498.07,268101,26.81
498.08,2.692,498.08,268308,26.83
498.09,2.694,498.09,268516,26.85
498.1,2.697,498.1,268723,26.87
498.11,2.700,498.11,268931,26.89
498.12,2.702,498.12,269138,26.91
498.13,2.705,498.13,269346,26.93
498.14,2.708,498.14,269553,26.96
498.15,2.710,498.15,269761,26.98
498.16,2.713,498.16,269968,27
498.17,2.716,498.17,270176,27.02
498.18,2.718,498.18,270383,27.04
498.19,2.721,498.19,270591,27.06
498.2,2.724,498.2,270798,27.08
498.21,2.726,498.21,271006,27.1
498.22,2.729,498.22,271213,27.12
498.23,2.732,498.23,271421,27.14
498.24,2.734,498.24,271628,27.16
498.25,2.737,498.25,271836,27.18
498.26,2.740,498.26,272043,27.2
498.27,2.742,498.27,272251,27.23
498.28,2.745,498.28,272458,27.25
498.29,2.748,498.29,272666,27.27
498.3,2.750,498.3,272873,27.29
498.31,2.753,498.31,273081,27.31
498.32,2.756,498.32,273288,27.33
498.33,2.758,498.33,273496,27.35
498.34,2.761,498.34,273703,27.37
498.35,2.764,498.35,273911,27.39
498.36,2.767,498.36,274118,27.41
498.37,2.769,498.37,274326,27.43
498.38,2.772,498.38,274533,27.45
498.39,2.775,498.39,274741,27.47
498.4,2.777,498.4,274948,27.49
498.41,2.780,498.41,275156,27.52
498.42,2.783,498.42,275363,27.54
498.43,2.785,498.43,275571,27.56
498.44,2.788,498.44,275778,27.58
498.45,2.791,498.45,275986,27.6
498.46,2.794,498.46,276193,27.62
498.47,2.796,498.47,276401,27.64
498.48,2.799,498.48,276608,27.66
498.49,2.802,498.49,276816,27.68
498.5,2.804,498.5,277023,27.7
498.51,2.807,498.51,277231,27.72
498.52,2.810,498.52,277438,27.74
498.53,2.813,498.53,277646,27.76
498.54,2.815,498.54,277853,27.79
498.55,2.818,498.55,278061,27.81
498.56,2.821,498.56,278268,27.83
498.57,2.824,498.57,278476,27.85
498.58,2.826,498.58,278683,27.87
498.59,2.829,498.59,278891,27.89
498.6,2.832,498.6,279098,27.91
498.61,2.835,498.61,279306,27.93
498.62,2.837,498.62,279513,27.95
498.63,2.840,498.63,279721,27.97
498.64,2.843,498.64,279928,27.99
498.65,2.846,498.65,280136,28.01
498.66,2.848,498.66,280343,28.03
498.67,2.851,498.67,280551,28.06
498.68,2.854,498.68,280758,28.08
498.69,2.857,498.69,280966,28.1
498.7,2.859,498.7,281173,28.12
498.71,2.862,498.71,281381,28.14
498.72,2.865,498.72,281588,28.16
498.73,2.868,498.73,281796,28.18
498.74,2.870,498.74,282003,28.2
498.75,2.873,498.75,282211,28.22
498.76,2.876,498.76,282418,28.24
498.77,2.879,498.77,282626,28.26
498.78,2.882,498.78,282833,28.28
498.79,2.884,498.79,283041,28.3
498.8,2.887,498.8,283248,28.32
498.81,2.890,498.81,283456,28.35
498.82,2.893,498.82,283663,28.37
498.83,2.895,498.83,283871,28.39
498.84,2.898,498.84,284078,28.41
498.85,2.901,498.85,284286,28.43
498.86,2.904,498.86,284493,28.45
498.87,2.907,498.87,284701,28.47
498.88,2.909,498.88,284908,28.49
498.89,2.912,498.89,285116,28.51
498.9,2.915,498.9,285323,28.53
498.91,2.918,498.91,285531,28.55
498.92,2.921,498.92,285738,28.57
498.93,2.923,498.93,285946,28.59
498.94,2.926,498.94,286153,28.62
498.95,2.929,498.95,286361,28.64
498.96,2.932,498.96,286568,28.66
498.97,2.935,498.97,286776,28.68
498.98,2.938,498.98,286983,28.7
498.99,2.940,498.99,287191,28.72
499,2.943,499,287399,28.74
499.01,2.946,499.01,287606,28.76
499.02,2.949,499.02,287814,28.78
499.03,2.952,499.03,288021,28.8
499.04,2.954,499.04,288229,28.82
499.05,2.957,499.05,288436,28.84
499.06,2.960,499.06,288644,28.86
499.07,2.963,499.07,288851,28.89
499.08,2.966,499.08,289059,28.91
499.09,2.969,499.09,289266,28.93
499.1,2.971,499.1,289474,28.95
499.11,2.974,499.11,289681,28.97
499.12,2.977,499.12,289889,28.99
499.13,2.980,499.13,290096,29.01
499.14,2.983,499.14,290304,29.03
499.15,2.986,499.15,290511,29.05
499.16,2.989,499.16,290719,29.07
499.17,2.991,499.17,290926,29.09
499.18,2.994,499.18,291134,29.11
499.19,2.997,499.19,291341,29.13
499.2,3.000,499.2,291549,29.15
499.21,3.003,499.21,291756,29.18
499.22,3.006,499.22,291964,29.2
499.23,3.009,499.23,292171,29.22
499.24,3.011,499.24,292379,29.24
499.25,3.014,499.25,292586,29.26
499.26,3.017,499.26,292794,29.28
499.27,3.020,499.27,293001,29.3
499.28,3.023,499.28,293209,29.32
499.29,3.026,499.29,293416,29.34
499.3,3.029,499.3,293624,29.36
499.31,3.032,499.31,293831,29.38
499.32,3.035,499.32,294039,29.4
499.33,3.037,499.33,294246,29.42
499.34,3.040,499.34,294454,29.45
499.35,3.043,499.35,294661,29.47
