Hoehe [mNN],Inhalt [Mio m³],Hoehe [mNN],Flaeche [m²],Flaeche [ha]
515.18,10.383,515.18,648672,64.87
515.19,10.389,515.19,648908,64.89
515.2,10.396,515.2,649144,64.91
515.21,10.402,515.21,649380,64.94
515.22,10.409,515.22,649616,64.96
515.23,10.415,515.23,649852,64.99
515.24,10.422,515.24,650088,65.01
515.25,10.428,515.25,650324,65.03
515.26,10.435,515.26,650560,65.06
515.27,10.441,515.27,650796,65.08
515.28,10.448,515.28,651032,65.1
515.29,10.454,515.29,651268,65.13
515.3,10.461,515.3,651504,65.15
515.31,10.467,515.31,651740,65.17
515.32,10.474,515.32,651976,65.2
515.33,10.480,515.33,652212,65.22
515.34,10.487,515.34,652448,65.24
515.35,10.493,515.35,652684,65.27
515.36,10.500,515.36,652920,65.29
515.37,10.506,515.37,653156,65.32
515.38,10.513,515.38,653393,65.34
515.39,10.520,515.39,653629,65.36
515.4,10.526,515.4,653865,65.39
515.41,10.533,515.41,654101,65.41
515.42,10.539,515.42,654337,65.43
515.43,10.546,515.43,654573,65.46
515.44,10.552,515.44,654809,65.48
515.45,10.559,515.45,655045,65.5
515.46,10.565,515.46,655281,65.53
515.47,10.572,515.47,655517,65.55
515.48,10.578,515.48,655753,65.58
515.49,10.585,515.49,655989,65.6
515.5,10.592,515.5,656225,65.62
515.51,10.598,515.51,656475,65.65
515.52,10.605,515.52,656725,65.67
515.53,10.611,515.53,656975,65.7
515.54,10.618,515.54,657225,65.72
515.55,10.624,515.55,657474,65.75
515.56,10.631,515.56,657724,65.77
515.57,10.638,515.57,657974,65.8
515.58,10.644,515.58,658224,65.82
515.59,10.651,515.59,658474,65.85
515.6,10.657,515.6,658724,65.87
515.61,10.664,515.61,658974,65.9
515.62,10.671,515.62,659224,65.92
515.63,10.677,515.63,659473,65.95
515.64,10.684,515.64,659723,65.97
515.65,10.690,515.65,659973,66
515.66,10.697,515.66,660223,66.02
515.67,10.704,515.67,660473,66.05
515.68,10.710,515.68,660723,66.07
515.69,10.717,515.69,660973,66.1
515.7,10.723,515.7,661223,66.12
515.71,10.730,515.71,661472,66.15
515.72,10.737,515.72,661722,66.17
515.73,10.743,515.73,661972,66.2
515.74,10.750,515.74,662222,66.22
515.75,10.756,515.75,662472,66.25
515.76,10.763,515.76,662722,66.27
515.77,10.770,515.77,662972,66.3
515.78,10.776,515.78,663222,66.32
515.79,10.783,515.79,663472,66.35
515.8,10.790,515.8,663721,66.37
515.81,10.796,515.81,663971,66.4
515.82,10.803,515.82,664221,66.42
515.83,10.810,515.83,664471,66.45
515.84,10.816,515.84,664721,66.47
515.85,10.823,515.85,664971,66.5
515.86,10.829,515.86,665221,66.52
515.87,10.836,515.87,665471,66.55
515.88,10.843,515.88,665720,66.57
515.89,10.849,515.89,665970,66.6
515.9,10.856,515.9,666220,66.62
515.91,10.863,515.91,666470,66.65
515.92,10.869,515.92,666720,66.67
515.93,10.876,515.93,666970,66.7
515.94,10.883,515.94,667220,66.72
515.95,10.889,515.95,667470,66.75
515.96,10.896,515.96,667719,66.77
515.97,10.903,515.97,667969,66.8
515.98,10.909,515.98,668219,66.82
515.99,10.916,515.99,668469,66.85
516,10.923,516,668719,66.87
516.01,10.929,516.01,668969,66.9
516.02,10.936,516.02,669218,66.92
516.03,10.943,516.03,669468,66.95
516.04,10.949,516.04,669718,66.97
516.05,10.956,516.05,669967,67
516.06,10.963,516.06,670217,67.02
516.07,10.970,516.07,670466,67.05
516.08,10.976,516.08,670716,67.07
516.09,10.983,516.09,670966,67.1
516.1,10.990,516.1,671215,67.12
516.11,10.996,516.11,671465,67.15
516.12,11.003,516.12,671715,67.17
516.13,11.010,516.13,671964,67.2
516.14,11.016,516.14,672214,67.22
516.15,11.023,516.15,672464,67.25
516.16,11.030,516.16,672713,67.27
516.17,11.037,516.17,672963,67.3
516.18,11.043,516.18,673213,67.32
516.19,11.050,516.19,673462,67.35
516.2,11.057,516.2,673712,67.37
516.21,11.064,516.21,673961,67.4
516.22,11.070,516.22,674211,67.42
516.23,11.077,516.23,674461,67.45
516.24,11.084,516.24,674710,67.47
516.25,11.090,516.25,674960,67.5
516.26,11.097,516.26,675210,67.52
516.27,11.104,516.27,675459,67.55
516.28,11.111,516.28,675709,67.57
516.29,11.117,516.29,675959,67.6
516.3,11.124,516.3,676208,67.62
516.31,11.131,516.31,676458,67.65
516.32,11.138,516.32,676707,67.67
516.33,11.144,516.33,676957,67.7
516.34,11.151,516.34,677207,67.72
516.35,11.158,516.35,677456,67.75
516.36,11.165,516.36,677706,67.77
516.37,11.172,516.37,677956,67.8
516.38,11.178,516.38,678205,67.82
516.39,11.185,516.39,678455,67.85
516.4,11.192,516.4,678705,67.87
516.41,11.199,516.41,678954,67.9
516.42,11.205,516.42,679204,67.92
516.43,11.212,516.43,679454,67.95
516.44,11.219,516.44,679703,67.97
516.45,11.226,516.45,679953,68
516.46,11.232,516.46,680202,68.02
516.47,11.239,516.47,680452,68.05
516.48,11.246,516.48,680702,68.07
516.49,11.253,516.49,680951,68.1
516.5,11.260,516.5,681201,68.12
516.51,11.266,516.51,681446,68.14
516.52,11.273,516.52,681692,68.17
516.53,11.280,516.53,681937,68.19
516.54,11.287,516.54,682182,68.22
516.55,11.294,516.55,682428,68.24
516.56,11.300,516.56,682673,68.27
516.57,11.307,516.57,682919,68.29
516.58,11.314,516.58,683164,68.32
516.59,11.321,516.59,683409,68.34
516.6,11.328,516.6,683655,68.37
516.61,11.335,516.61,683900,68.39
516.62,11.341,516.62,684145,68.41
516.63,11.348,516.63,684391,68.44
516.64,11.355,516.64,684636,68.46
516.65,11.362,516.65,684881,68.49
516.66,11.369,516.66,685127,68.51
516.67,11.376,516.67,685372,68.54
516.68,11.382,516.68,685617,68.56
516.69,11.389,516.69,685863,68.59
516.7,11.396,516.7,686108,68.61
516.71,11.403,516.71,686354,68.64
516.72,11.410,516.72,686599,68.66
516.73,11.417,516.73,686844,68.68
516.74,11.423,516.74,687090,68.71
516.75,11.430,516.75,687335,68.73
516.76,11.437,516.76,687580,68.76
516.77,11.444,516.77,687826,68.78
516.78,11.451,516.78,688071,68.81
516.79,11.458,516.79,688316,68.83
516.8,11.465,516.8,688562,68.86
516.81,11.471,516.81,688807,68.88
516.82,11.478,516.82,689053,68.91
516.83,11.485,516.83,689298,68.93
516.84,11.492,516.84,689543,68.95
516.85,11.499,516.85,689789,68.98
516.86,11.506,516.86,690034,69
516.87,11.513,516.87,690279,69.03
516.88,11.520,516.88,690525,69.05
516.89,11.526,516.89,690770,69.08
516.9,11.533,516.9,691015,69.1
516.91,11.540,516.91,691261,69.13
516.92,11.547,516.92,691506,69.15
516.93,11.554,516.93,691751,69.18
516.94,11.561,516.94,691997,69.2
516.95,11.568,516.95,692242,69.22
516.96,11.575,516.96,692488,69.25
516.97,11.582,516.97,692733,69.27
516.98,11.589,516.98,692978,69.3
516.99,11.595,516.99,693224,69.32
517,11.602,517,693469,69.35
517.01,11.609,517.01,693694,69.37
517.02,11.616,517.02,693920,69.39
517.03,11.623,517.03,694145,69.41
517.04,11.630,517.04,694370,69.44
517.05,11.637,517.05,694596,69.46
517.06,11.644,517.06,694821,69.48
517.07,11.651,517.07,695046,69.5
517.08,11.658,517.08,695272,69.53
517.09,11.665,517.09,695497,69.55
517.1,11.672,517.1,695722,69.57
517.11,11.678,517.11,695948,69.59
517.12,11.685,517.12,696173,69.62
517.13,11.692,517.13,696398,69.64
517.14,11.699,517.14,696624,69.66
517.15,11.706,517.15,696849,69.68
517.16,11.713,517.16,697074,69.71
517.17,11.720,517.17,697300,69.73
517.18,11.727,517.18,697525,69.75
517.19,11.734,517.19,697750,69.78
517.2,11.741,517.2,697976,69.8
517.21,11.748,517.21,698201,69.82
517.22,11.755,517.22,698426,69.84
517.23,11.762,517.23,698652,69.87
517.24,11.769,517.24,698877,69.89
517.25,11.776,517.25,699103,69.91
517.26,11.783,517.26,699328,69.93
517.27,11.790,517.27,699553,69.96
517.28,11.797,517.28,699779,69.98
517.29,11.804,517.29,700004,70
517.3,11.811,517.3,700229,70.02
517.31,11.818,517.31,700455,70.05
517.32,11.825,517.32,700680,70.07
517.33,11.832,517.33,700905,70.09
517.34,11.839,517.34,701131,70.11
517.35,11.846,517.35,701356,70.14
517.36,11.853,517.36,701581,70.16
517.37,11.860,517.37,701807,70.18
517.38,11.867,517.38,702032,70.2
517.39,11.874,517.39,702257,70.23
517.4,11.881,517.4,702483,70.25
517.41,11.888,517.41,702708,70.27
517.42,11.895,517.42,702933,70.29
517.43,11.902,517.43,703159,70.32
517.44,11.909,517.44,703384,70.34
517.45,11.916,517.45,703609,70.36
517.46,11.923,517.46,703835,70.38
517.47,11.930,517.47,704060,70.41
517.48,11.937,517.48,704285,70.43
517.49,11.944,517.49,704511,70.45
517.5,11.951,517.5,704736,70.47
517.51,11.958,517.51,704959,70.5
517.52,11.965,517.52,705183,70.52
517.53,11.972,517.53,705406,70.54
517.54,11.979,517.54,705629,70.56
517.55,11.986,517.55,705853,70.59
517.56,11.993,517.56,706076,70.61
517.57,12.000,517.57,706299,70.63
517.58,12.007,517.58,706523,70.65
517.59,12.014,517.59,706746,70.67
517.6,12.021,517.6,706969,70.7
517.61,12.028,517.61,707193,70.72
517.62,12.035,517.62,707416,70.74
517.63,12.042,517.63,707639,70.76
517.64,12.049,517.64,707862,70.79
517.65,12.056,517.65,708086,70.81
517.66,12.063,517.66,708309,70.83
517.67,12.070,517.67,708532,70.85
517.68,12.077,517.68,708756,70.88
517.69,12.085,517.69,708979,70.9
517.7,12.092,517.7,709202,70.92
517.71,12.099,517.71,709426,70.94
517.72,12.106,517.72,709649,70.96
517.73,12.113,517.73,709872,70.99
517.74,12.120,517.74,710096,71.01
517.75,12.127,517.75,710319,71.03
517.76,12.134,517.76,710542,71.05
517.77,12.141,517.77,710766,71.08
517.78,12.148,517.78,710989,71.1
517.79,12.155,517.79,711212,71.12
517.8,12.162,517.8,711436,71.14
517.81,12.169,517.81,711659,71.17
517.82,12.177,517.82,711882,71.19
517.83,12.184,517.83,712106,71.21
517.84,12.191,517.84,712329,71.23
517.85,12.198,517.85,712552,71.26
517.86,12.205,517.86,712776,71.28
517.87,12.212,517.87,712999,71.3
517.88,12.219,517.88,713222,71.32
517.89,12.226,517.89,713445,71.34
517.9,12.233,517.9,713669,71.37
517.91,12.241,517.91,713892,71.39
517.92,12.248,517.92,714115,71.41
517.93,12.255,517.93,714339,71.43
517.94,12.262,517.94,714562,71.46
517.95,12.269,517.95,714785,71.48
517.96,12.276,517.96,715009,71.5
517.97,12.283,517.97,715232,71.52
517.98,12.290,517.98,715455,71.55
517.99,12.298,517.99,715679,71.57
518,12.305,518,715902,71.59
518.01,12.312,518.01,716123,71.61
518.02,12.319,518.02,716344,71.63
518.03,12.326,518.03,716565,71.66
518.04,12.333,518.04,716786,71.68
518.05,12.340,518.05,717008,71.7
518.06,12.347,518.06,717229,71.72
518.07,12.355,518.07,717450,71.74
518.08,12.362,518.08,717671,71.77
518.09,12.369,518.09,717892,71.79
518.1,12.376,518.1,718113,71.81
518.11,12.383,518.11,718334,71.83
518.12,12.390,518.12,718555,71.86
518.13,12.398,518.13,718777,71.88
518.14,12.405,518.14,718998,71.9
518.15,12.412,518.15,719219,71.92
518.16,12.419,518.16,719440,71.94
518.17,12.426,518.17,719661,71.97
518.18,12.433,518.18,719882,71.99
518.19,12.441,518.19,720103,72.01
518.2,12.448,518.2,720324,72.03
518.21,12.455,518.21,720546,72.05
518.22,12.462,518.22,720767,72.08
518.23,12.469,518.23,720988,72.1
518.24,12.477,518.24,721209,72.12
518.25,12.484,518.25,721430,72.14
518.26,12.491,518.26,721651,72.17
518.27,12.498,518.27,721872,72.19
518.28,12.505,518.28,722093,72.21
518.29,12.512,518.29,722314,72.23
518.3,12.520,518.3,722536,72.25
518.31,12.527,518.31,722757,72.28
518.32,12.534,518.32,722978,72.3
518.33,12.541,518.33,723199,72.32
518.34,12.549,518.34,723420,72.34
518.35,12.556,518.35,723641,72.36
518.36,12.563,518.36,723862,72.39
518.37,12.570,518.37,724083,72.41
518.38,12.577,518.38,724305,72.43
518.39,12.585,518.39,724526,72.45
518.4,12.592,518.4,724747,72.47
518.41,12.599,518.41,724968,72.5
518.42,12.606,518.42,725189,72.52
518.43,12.614,518.43,725410,72.54
518.44,12.621,518.44,725631,72.56
518.45,12.628,518.45,725852,72.59
518.46,12.635,518.46,726074,72.61
518.47,12.642,518.47,726295,72.63
518.48,12.650,518.48,726516,72.65
518.49,12.657,518.49,726737,72.67
518.5,12.664,518.5,726958,72.7
518.51,12.671,518.51,727179,72.72
518.52,12.679,518.52,727399,72.74
518.53,12.686,518.53,727620,72.76
518.54,12.693,518.54,727840,72.78
518.55,12.700,518.55,728061,72.81
518.56,12.708,518.56,728281,72.83
518.57,12.715,518.57,728502,72.85
518.58,12.722,518.58,728722,72.87
518.59,12.729,518.59,728943,72.89
518.6,12.737,518.6,729163,72.92
518.61,12.744,518.61,729384,72.94
518.62,12.751,518.62,729604,72.96
518.63,12.759,518.63,729825,72.98
518.64,12.766,518.64,730045,73
518.65,12.773,518.65,730266,73.03
518.66,12.780,518.66,730486,73.05
518.67,12.788,518.67,730707,73.07
518.68,12.795,518.68,730927,73.09
518.69,12.802,518.69,731148,73.11
518.7,12.810,518.7,731368,73.14
518.71,12.817,518.71,731589,73.16
518.72,12.824,518.72,731809,73.18
518.73,12.831,518.73,732030,73.2
518.74,12.839,518.74,732250,73.23
518.75,12.846,518.75,732471,73.25
518.76,12.853,518.76,732692,73.27
518.77,12.861,518.77,732912,73.29
518.78,12.868,518.78,733133,73.31
518.79,12.875,518.79,733353,73.34
518.8,12.883,518.8,733574,73.36
518.81,12.890,518.81,733794,73.38
518.82,12.897,518.82,734015,73.4
518.83,12.904,518.83,734235,73.42
518.84,12.912,518.84,734456,73.45
518.85,12.919,518.85,734676,73.47
518.86,12.926,518.86,734897,73.49
518.87,12.934,518.87,735117,73.51
518.88,12.941,518.88,735338,73.53
518.89,12.948,518.89,735558,73.56
518.9,12.956,518.9,735779,73.58
518.91,12.963,518.91,735999,73.6
518.92,12.970,518.92,736220,73.62
518.93,12.978,518.93,736440,73.64
518.94,12.985,518.94,736661,73.67
518.95,12.992,518.95,736881,73.69
518.96,13.000,518.96,737102,73.71
518.97,13.007,518.97,737322,73.73
518.98,13.015,518.98,737543,73.75
518.99,13.022,518.99,737763,73.78
519,13.029,519,737984,73.8
519.01,13.037,519.01,738204,73.82
519.02,13.044,519.02,738424,73.84
519.03,13.051,519.03,738644,73.86
519.04,13.059,519.04,738864,73.89
519.05,13.066,519.05,739084,73.91
519.06,13.073,519.06,739304,73.93
519.07,13.081,519.07,739524,73.95
519.08,13.088,519.08,739744,73.97
519.09,13.096,519.09,739964,74
519.1,13.103,519.1,740184,74.02
519.11,13.110,519.11,740404,74.04
519.12,13.118,519.12,740624,74.06
519.13,13.125,519.13,740844,74.08
519.14,13.132,519.14,741064,74.11
519.15,13.140,519.15,741284,74.13
519.16,13.147,519.16,741504,74.15
519.17,13.155,519.17,741724,74.17
519.18,13.162,519.18,741944,74.19
519.19,13.169,519.19,742164,74.22
519.2,13.177,519.2,742384,74.24
519.21,13.184,519.21,742604,74.26
519.22,13.192,519.22,742824,74.28
519.23,13.199,519.23,743044,74.3
519.24,13.206,519.24,743264,74.33
519.25,13.214,519.25,743485,74.35
519.26,13.221,519.26,743705,74.37
519.27,13.229,519.27,743925,74.39
519.28,13.236,519.28,744145,74.41
519.29,13.243,519.29,744365,74.44
519.3,13.251,519.3,744585,74.46
519.31,13.258,519.31,744805,74.48
519.32,13.266,519.32,745025,74.5
519.33,13.273,519.33,745245,74.52
519.34,13.281,519.34,745465,74.55
519.35,13.288,519.35,745685,74.57
519.36,13.295,519.36,745905,74.59
519.37,13.303,519.37,746125,74.61
519.38,13.310,519.38,746345,74.63
519.39,13.318,519.39,746565,74.66
519.4,13.325,519.4,746785,74.68
519.41,13.333,519.41,747005,74.7
519.42,13.340,519.42,747225,74.72
519.43,13.348,519.43,747445,74.74
519.44,13.355,519.44,747665,74.77
519.45,13.362,519.45,747885,74.79
519.46,13.370,519.46,748105,74.81
519.47,13.377,519.47,748325,74.83
519.48,13.385,519.48,748545,74.85
519.49,13.392,519.49,748765,74.88
519.5,13.400,519.5,748985,74.9
519.51,13.407,519.51,749190,74.92
519.52,13.415,519.52,749395,74.94
519.53,13.422,519.53,749600,74.96
519.54,13.430,519.54,749806,74.98
519.55,13.437,519.55,750011,75
519.56,13.445,519.56,750216,75.02
519.57,13.452,519.57,750421,75.04
519.58,13.460,519.58,750626,75.06
519.59,13.467,519.59,750831,75.08
519.6,13.474,519.6,751036,75.1
519.61,13.482,519.61,751242,75.12
519.62,13.489,519.62,751447,75.14
519.63,13.497,519.63,751652,75.17
519.64,13.504,519.64,751857,75.19
519.65,13.512,519.65,752062,75.21
519.66,13.519,519.66,752267,75.23
519.67,13.527,519.67,752472,75.25
519.68,13.534,519.68,752678,75.27
519.69,13.542,519.69,752883,75.29
519.7,13.549,519.7,753088,75.31
519.71,13.557,519.71,753293,75.33
519.72,13.564,519.72,753498,75.35
519.73,13.572,519.73,753703,75.37
519.74,13.579,519.74,753908,75.39
519.75,13.587,519.75,754114,75.41
519.76,13.595,519.76,754319,75.43
519.77,13.602,519.77,754524,75.45
519.78,13.610,519.78,754729,75.47
519.79,13.617,519.79,754934,75.49
519.8,13.625,519.8,755139,75.51
519.81,13.632,519.81,755344,75.53
519.82,13.640,519.82,755549,75.55
519.83,13.647,519.83,755755,75.58
519.84,13.655,519.84,755960,75.6
519.85,13.662,519.85,756165,75.62
519.86,13.670,519.86,756370,75.64
519.87,13.677,519.87,756575,75.66
519.88,13.685,519.88,756780,75.68
519.89,13.692,519.89,756985,75.7
519.9,13.700,519.9,757191,75.72
519.91,13.708,519.91,757396,75.74
519.92,13.715,519.92,757601,75.76
519.93,13.723,519.93,757806,75.78
519.94,13.730,519.94,758011,75.8
519.95,13.738,519.95,758216,75.82
519.96,13.745,519.96,758421,75.84
519.97,13.753,519.97,758627,75.86
519.98,13.760,519.98,758832,75.88
519.99,13.768,519.99,759037,75.9
520,13.776,520,759242,75.92
520.01,13.783,520.01,759434,75.94
520.02,13.791,520.02,759626,75.96
520.03,13.798,520.03,759819,75.98
520.04,13.806,520.04,760011,76
520.05,13.814,520.05,760203,76.02
520.06,13.821,520.06,760395,76.04
520.07,13.829,520.07,760588,76.06
520.08,13.836,520.08,760780,76.08
520.09,13.844,520.09,760972,76.1
520.1,13.851,520.1,761164,76.12
520.11,13.859,520.11,761357,76.14
520.12,13.867,520.12,761549,76.15
520.13,13.874,520.13,761741,76.17
520.14,13.882,520.14,761933,76.19
520.15,13.889,520.15,762126,76.21
520.16,13.897,520.16,762318,76.23
520.17,13.905,520.17,762510,76.25
520.18,13.912,520.18,762702,76.27
520.19,13.920,520.19,762895,76.29
520.2,13.927,520.2,763087,76.31
520.21,13.935,520.21,763279,76.33
520.22,13.943,520.22,763471,76.35
520.23,13.950,520.23,763664,76.37
520.24,13.958,520.24,763856,76.39
520.25,13.966,520.25,764048,76.4
520.26,13.973,520.26,764240,76.42
520.27,13.981,520.27,764432,76.44
520.28,13.988,520.28,764625,76.46
520.29,13.996,520.29,764817,76.48
520.3,14.004,520.3,765009,76.5
520.31,14.011,520.31,765201,76.52
520.32,14.019,520.32,765394,76.54
520.33,14.027,520.33,765586,76.56
520.34,14.034,520.34,765778,76.58
520.35,14.042,520.35,765970,76.6
520.36,14.050,520.36,766163,76.62
520.37,14.057,520.37,766355,76.64
520.38,14.065,520.38,766547,76.65
520.39,14.073,520.39,766739,76.67
520.4,14.080,520.4,766932,76.69
520.41,14.088,520.41,767124,76.71
520.42,14.096,520.42,767316,76.73
520.43,14.103,520.43,767508,76.75
520.44,14.111,520.44,767701,76.77
520.45,14.119,520.45,767893,76.79
520.46,14.126,520.46,768085,76.81
520.47,14.134,520.47,768277,76.83
520.48,14.142,520.48,768470,76.85
520.49,14.149,520.49,768662,76.87
520.5,14.157,520.5,768854,76.89
520.51,14.165,520.51,769044,76.9
520.52,14.172,520.52,769233,76.92
520.53,14.180,520.53,769423,76.94
520.54,14.188,520.54,769612,76.96
520.55,14.195,520.55,769802,76.98
520.56,14.203,520.56,769991,77
520.57,14.211,520.57,770181,77.02
520.58,14.218,520.58,770370,77.04
520.59,14.226,520.59,770560,77.06
520.6,14.234,520.6,770750,77.07
520.61,14.241,520.61,770939,77.09
520.62,14.249,520.62,771129,77.11
520.63,14.257,520.63,771318,77.13
520.64,14.265,520.64,771508,77.15
520.65,14.272,520.65,771697,77.17
520.66,14.280,520.66,771887,77.19
520.67,14.288,520.67,772077,77.21
520.68,14.295,520.68,772266,77.23
520.69,14.303,520.69,772456,77.25
520.7,14.311,520.7,772645,77.26
520.71,14.319,520.71,772835,77.28
520.72,14.326,520.72,773024,77.3
520.73,14.334,520.73,773214,77.32
520.74,14.342,520.74,773403,77.34
520.75,14.350,520.75,773593,77.36
520.76,14.357,520.76,773783,77.38
520.77,14.365,520.77,773972,77.4
520.78,14.373,520.78,774162,77.42
520.79,14.380,520.79,774351,77.44
520.8,14.388,520.8,774541,77.45
520.81,14.396,520.81,774730,77.47
520.82,14.404,520.82,774920,77.49
520.83,14.411,520.83,775109,77.51
520.84,14.419,520.84,775299,77.53
520.85,14.427,520.85,775489,77.55
520.86,14.435,520.86,775678,77.57
520.87,14.442,520.87,775868,77.59
520.88,14.450,520.88,776057,77.61
520.89,14.458,520.89,776247,77.62
520.9,14.466,520.9,776436,77.64
520.91,14.473,520.91,776626,77.66
520.92,14.481,520.92,776816,77.68
520.93,14.489,520.93,777005,77.7
520.94,14.497,520.94,777195,77.72
520.95,14.505,520.95,777384,77.74
520.96,14.512,520.96,777574,77.76
520.97,14.520,520.97,777763,77.78
520.98,14.528,520.98,777953,77.8
520.99,14.536,520.99,778142,77.81
521,14.543,521,778332,77.83
521.01,14.551,521.01,778525,77.85
521.02,14.559,521.02,778717,77.87
521.03,14.567,521.03,778910,77.89
521.04,14.575,521.04,779102,77.91
521.05,14.582,521.05,779295,77.93
521.06,14.590,521.06,779487,77.95
521.07,14.598,521.07,779680,77.97
521.08,14.606,521.08,779872,77.99
521.09,14.614,521.09,780065,78.01
521.1,14.621,521.1,780257,78.03
521.11,14.629,521.11,780450,78.04
521.12,14.637,521.12,780642,78.06
521.13,14.645,521.13,780835,78.08
521.14,14.653,521.14,781028,78.1
521.15,14.660,521.15,781220,78.12
521.16,14.668,521.16,781413,78.14
521.17,14.676,521.17,781605,78.16
521.18,14.684,521.18,781798,78.18
521.19,14.692,521.19,781990,78.2
521.2,14.700,521.2,782183,78.22
521.21,14.707,521.21,782375,78.24
521.22,14.715,521.22,782568,78.26
521.23,14.723,521.23,782760,78.28
521.24,14.731,521.24,782953,78.3
521.25,14.739,521.25,783145,78.31
521.26,14.747,521.26,783338,78.33
521.27,14.754,521.27,783531,78.35
521.28,14.762,521.28,783723,78.37
521.29,14.770,521.29,783916,78.39
521.3,14.778,521.3,784108,78.41
521.31,14.786,521.31,784301,78.43
521.32,14.794,521.32,784493,78.45
521.33,14.801,521.33,784686,78.47
521.34,14.809,521.34,784878,78.49
521.35,14.817,521.35,785071,78.51
521.36,14.825,521.36,785263,78.53
521.37,14.833,521.37,785456,78.55
521.38,14.841,521.38,785648,78.56
521.39,14.849,521.39,785841,78.58
521.4,14.856,521.4,786034,78.6
521.41,14.864,521.41,786226,78.62
521.42,14.872,521.42,786419,78.64
521.43,14.880,521.43,786611,78.66
521.44,14.888,521.44,786804,78.68
521.45,14.896,521.45,786996,78.7
521.46,14.904,521.46,787189,78.72
521.47,14.912,521.47,787381,78.74
521.48,14.919,521.48,787574,78.76
521.49,14.927,521.49,787766,78.78
521.5,14.935,521.5,787959,78.8
521.51,14.943,521.51,788154,78.82
521.52,14.951,521.52,788350,78.83
521.53,14.959,521.53,788545,78.85
521.54,14.967,521.54,788740,78.87
521.55,14.975,521.55,788936,78.89
521.56,14.983,521.56,789131,78.91
521.57,14.991,521.57,789327,78.93
521.58,14.998,521.58,789522,78.95
521.59,15.006,521.59,789717,78.97
521.6,15.014,521.6,789913,78.99
521.61,15.022,521.61,790108,79.01
521.62,15.030,521.62,790303,79.03
521.63,15.038,521.63,790499,79.05
521.64,15.046,521.64,790694,79.07
521.65,15.054,521.65,790890,79.09
521.66,15.062,521.66,791085,79.11
521.67,15.070,521.67,791280,79.13
521.68,15.078,521.68,791476,79.15
521.69,15.085,521.69,791671,79.17
521.7,15.093,521.7,791867,79.19
521.71,15.101,521.71,792062,79.21
521.72,15.109,521.72,792257,79.23
521.73,15.117,521.73,792453,79.25
521.74,15.125,521.74,792648,79.26
521.75,15.133,521.75,792843,79.28
521.76,15.141,521.76,793039,79.3
521.77,15.149,521.77,793234,79.32
521.78,15.157,521.78,793430,79.34
521.79,15.165,521.79,793625,79.36
521.8,15.173,521.8,793820,79.38
521.81,15.181,521.81,794016,79.4
521.82,15.189,521.82,794211,79.42
521.83,15.197,521.83,794406,79.44
521.84,15.205,521.84,794602,79.46
521.85,15.213,521.85,794797,79.48
521.86,15.221,521.86,794993,79.5
521.87,15.229,521.87,795188,79.52
521.88,15.236,521.88,795383,79.54
521.89,15.244,521.89,795579,79.56
521.9,15.252,521.9,795774,79.58
521.91,15.260,521.91,795970,79.6
521.92,15.268,521.92,796165,79.62
521.93,15.276,521.93,796360,79.64
521.94,15.284,521.94,796556,79.66
521.95,15.292,521.95,796751,79.68
521.96,15.300,521.96,796946,79.69
521.97,15.308,521.97,797142,79.71
521.98,15.316,521.98,797337,79.73
521.99,15.324,521.99,797533,79.75
522,15.332,522,797728,79.77
522.01,15.340,522.01,797925,79.79
522.02,15.348,522.02,798122,79.81
522.03,15.356,522.03,798320,79.83
522.04,15.364,522.04,798517,79.85
522.05,15.372,522.05,798714,79.87
522.06,15.380,522.06,798911,79.89
522.07,15.388,522.07,799108,79.91
522.08,15.396,522.08,799306,79.93
522.09,15.404,522.09,799503,79.95
522.1,15.412,522.1,799700,79.97
522.11,15.420,522.11,799897,79.99
522.12,15.428,522.12,800094,80.01
522.13,15.436,522.13,800292,80.03
522.14,15.444,522.14,800489,80.05
522.15,15.452,522.15,800686,80.07
522.16,15.460,522.16,800883,80.09
522.17,15.468,522.17,801080,80.11
522.18,15.476,522.18,801278,80.13
522.19,15.484,522.19,801475,80.15
522.2,15.492,522.2,801672,80.17
522.21,15.501,522.21,801869,80.19
522.22,15.509,522.22,802066,80.21
522.23,15.517,522.23,802264,80.23
522.24,15.525,522.24,802461,80.25
522.25,15.533,522.25,802658,80.27
522.26,15.541,522.26,802855,80.29
522.27,15.549,522.27,803052,80.31
522.28,15.557,522.28,803250,80.32
522.29,15.565,522.29,803447,80.34
522.3,15.573,522.3,803644,80.36
522.31,15.581,522.31,803841,80.38
522.32,15.589,522.32,804038,80.4
522.33,15.597,522.33,804236,80.42
522.34,15.605,522.34,804433,80.44
522.35,15.613,522.35,804630,80.46
522.36,15.621,522.36,804827,80.48
522.37,15.629,522.37,805024,80.5
522.38,15.637,522.38,805222,80.52
522.39,15.645,522.39,805419,80.54
522.4,15.654,522.4,805616,80.56
522.41,15.662,522.41,805813,80.58
522.42,15.670,522.42,806010,80.6
522.43,15.678,522.43,806208,80.62
522.44,15.686,522.44,806405,80.64
522.45,15.694,522.45,806602,80.66
522.46,15.702,522.46,806799,80.68
522.47,15.710,522.47,806996,80.7
522.48,15.718,522.48,807194,80.72
522.49,15.726,522.49,807391,80.74
522.5,15.734,522.5,807588,80.76
522.51,15.742,522.51,807784,80.78
522.52,15.751,522.52,807980,80.8
522.53,15.759,522.53,808176,80.82
